REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SIMPLICITY","ID","NGCC2","GAS",2015,0.473190063157894
"SIMPLICITY","ID","TD","SEC_EL",2015,0.279663157894737
"SIMPLICITY","IN","NGCC2","GAS",2015,0.315460042105263
"SIMPLICITY","IN","TD","SEC_EL",2015,0.186442105263158
"SIMPLICITY","SD","NGCC2","GAS",2015,0.591487578947367
"SIMPLICITY","SD","TD","SEC_EL",2015,0.349578947368421
"SIMPLICITY","SN","NGCC2","GAS",2015,0.197162526315789
"SIMPLICITY","SN","TD","SEC_EL",2015,0.116526315789474
"SIMPLICITY","WD","NGCC2","GAS",2015,1.57730021052632
"SIMPLICITY","WD","TD","SEC_EL",2015,0.932210526315789
"SIMPLICITY","WN","NGCC2","GAS",2015,0.788650105263159
"SIMPLICITY","WN","TD","SEC_EL",2015,0.466105263157895
