
Summary,SIMPLICITY
Emissions
,CO2,6.37309

Cost,1307.91

TID Demand

,SIMPLICITY
Fuel,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
,SIMPLICITY
Fuel,Timeslice,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
FEL,ID,0.26568,0.267,0.27288,0.28104,0.32712,0.34908,0.37068,0.40596,0.4236,0.45432,0.4686,0.48072,0.49932,0.51852,0.53232,0.54456,0.55632,0.57228,0.60036,0.61668,0.63312,0.64836,0.6666,0.68784,0.70848,0.72972,0.75876
FEL,IN,0.17712,0.178,0.18192,0.18736,0.21808,0.23272,0.24712,0.27064,0.2824,0.30288,0.3124,0.32048,0.33288,0.34568,0.35488,0.36304,0.37088,0.38152,0.40024,0.41112,0.42208,0.43224,0.4444,0.45856,0.47232,0.48648,0.50584
FEL,SD,0.3321,0.33375,0.3411,0.3513,0.4089,0.43635,0.46335,0.50745,0.5295,0.5679,0.58575,0.6009,0.62415,0.64815,0.6654,0.6807,0.6954,0.71535,0.75045,0.77085,0.7914,0.81045,0.83325,0.8598,0.8856,0.91215,0.94845
FEL,SN,0.1107,0.11125,0.1137,0.1171,0.1363,0.14545,0.15445,0.16915,0.1765,0.1893,0.19525,0.2003,0.20805,0.21605,0.2218,0.2269,0.2318,0.23845,0.25015,0.25695,0.2638,0.27015,0.27775,0.2866,0.2952,0.30405,0.31615
FEL,WD,0.8856,0.89,0.9096,0.9368,1.0904,1.1636,1.2356,1.3532,1.412,1.5144,1.562,1.6024,1.6644,1.7284,1.7744,1.8152,1.8544,1.9076,2.0012,2.0556,2.1104,2.1612,2.222,2.2928,2.3616,2.4324,2.5292
FEL,WN,0.4428,0.445,0.4548,0.4684,0.5452,0.5818,0.6178,0.6766,0.706,0.7572,0.781,0.8012,0.8322,0.8642,0.8872,0.9076,0.9272,0.9538,1.0006,1.0278,1.0552,1.0806,1.111,1.1464,1.1808,1.2162,1.2646
GAS,ID,0.557089,0.559857,0.572186,0.589297,0.685919,0.731966,0.777257,0.851234,0.888222,0.952637,0.98258,1.00799,1.047,1.08725,1.0002,0.189738,0,0,0,0,0,0,0,0,0,0,0
GAS,IN,0.371393,0.373238,0.381458,0.392864,0.457279,0.487977,0.518172,0.567489,0.592148,0.635092,0.655053,0.671996,0.697997,0.724836,0.686167,0.285464,0.194769,0.200357,0.210188,0.179682,0.131754,0,0,0,0,0,0
GAS,SD,0.696361,0.699821,0.715233,0.736621,0.857399,0.914957,0.971572,1.06404,1.11028,1.1908,1.22823,1.25999,1.30874,1.35907,1.27925,0.475202,0.291629,0.299995,0.314715,0.250787,0.151975,0,0,0,0,0,0
GAS,SN,0.23212,0.233274,0.238411,0.24554,0.2858,0.304986,0.323857,0.354681,0.370093,0.396932,0.409408,0.419997,0.436248,0.453023,0.407119,0,0,0,0,0,0,0,0,0,0,0,0
GAS,WD,1.85696,1.86619,1.90729,1.96432,2.2864,2.43989,2.59086,2.83745,2.96074,3.17546,3.27527,3.35998,3.48998,3.62418,3.48872,1.90252,1.55605,1.60069,1.67924,1.57996,1.41115,0.80043,0.80043,0.80043,0.80043,0.80043,0.66713
GAS,WN,0.928482,0.933095,0.953644,0.982161,1.1432,1.21994,1.29543,1.41872,1.48037,1.58773,1.63763,1.67999,1.74499,1.81209,1.74433,0.950976,0.777677,0.799987,0.83924,0.789571,0.705122,0.399655,0.399636,0.399614,0.399592,0.39957,0.33287
SEC_EL,ID,0.279663,0.281053,0.287242,0.295832,0.344337,0.367453,0.390189,0.427326,0.445895,0.478232,0.493263,0.506021,0.5256,0.545811,0.560337,0.573221,0.5856,0.6024,0.631958,0.649137,0.666442,0.682484,0.701684,0.724042,0.745768,0.768126,0.798695
SEC_EL,IN,0.186442,0.187368,0.191495,0.197221,0.229558,0.244968,0.260126,0.284884,0.297263,0.318821,0.328842,0.337347,0.3504,0.363874,0.373558,0.382147,0.3904,0.4016,0.421305,0.432758,0.444295,0.454989,0.467789,0.482695,0.497179,0.512084,0.532463
SEC_EL,SD,0.349579,0.351316,0.359053,0.369789,0.430421,0.459316,0.487737,0.534158,0.557368,0.597789,0.616579,0.632526,0.657,0.682263,0.700421,0.716526,0.732,0.753,0.789947,0.811421,0.833053,0.853105,0.877105,0.905053,0.932211,0.960158,0.998368
SEC_EL,SN,0.116526,0.117105,0.119684,0.123263,0.143474,0.153105,0.162579,0.178053,0.185789,0.199263,0.205526,0.210842,0.219,0.227421,0.233474,0.238842,0.244,0.251,0.263316,0.270474,0.277684,0.284368,0.292368,0.301684,0.310737,0.320053,0.332789
SEC_EL,WD,0.932211,0.936842,0.957474,0.986105,1.14779,1.22484,1.30063,1.42442,1.48632,1.59411,1.64421,1.68674,1.752,1.81937,1.86779,1.91074,1.952,2.008,2.10653,2.16379,2.22147,2.27495,2.33895,2.41347,2.48589,2.56042,2.66232
SEC_EL,WN,0.466105,0.468421,0.478737,0.493053,0.573895,0.612421,0.650316,0.712211,0.743158,0.797053,0.822105,0.843368,0.876,0.909684,0.933895,0.955368,0.976,1.004,1.05326,1.08189,1.11074,1.13747,1.16947,1.20674,1.24295,1.28021,1.33116

TotalAnnualCapacity (Capacity Units)
Technology,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Backstop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,5.57145,5.59913,5.72243,5.89355,6,6,6,6,6,6,6,6,6,6,6,5.70814,4.66863,4.80256,5.03821,4.74036,4.23387,2.40153,2.40153,2.40153,2.40153,2.40153,2.00159
GasImport,0,0,0,0,0.859876,1.32039,1.77335,2.51319,2.88311,3.52733,3.82678,4.08095,4.471,4.87363,4.46722,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.0382289,0.0382289,0.0382289,0.0382289,0.0382289,0.0382289
SOLPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044305,0.36368,0.445573,0.458356,0.480846,0.521603,0.575806,0.712828,0.737184,0.765545,0.793105,0.821467,0.885709
TD,0.0886895,0.0891301,0.091093,0.093817,0.109199,0.11653,0.123741,0.135518,0.141406,0.151661,0.156428,0.160474,0.166683,0.173093,0.177699,0.181785,0.185711,0.191039,0.200413,0.205861,0.211349,0.216436,0.222525,0.229615,0.236505,0.243596,0.25329

NewCapacity (Capacity Units )
Technology,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Backstop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,5.57145,5.59913,5.72243,5.89355,6,6,6,6,6,6,6,6,6,6,6,5.70814,4.66863,4.80256,5.03821,4.74036,4.23387,2.40153,2.40153,2.40153,2.40153,2.40153,2.00159
GasImport,0,0,0,0,0.859876,1.32039,1.77335,2.51319,2.88311,3.52733,3.82678,4.08095,4.471,4.87363,4.46722,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382289,0,0,0,0,0
SOLPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044305,0.319375,0.0818931,0.0127828,0.0224901,0.0407574,0.0542023,0.137023,0.0243556,0.0283614,0.0275602,0.0283614,0.0642424
TD,0.0886895,0.000440643,0.00196287,0.00272398,0.0153825,0.0073307,0.00721053,0.0117772,0.0058886,0.010255,0.00476696,0.00404591,0.00620906,0.00640936,0.00460673,0.00408596,0.00392573,0.00532778,0.00937368,0.00544795,0.00548801,0.00508743,0.00608889,0.00709035,0.00689006,0.00709035,0.00969415


Annual Production (Energy Units)
,SIMPLICITY
Technology,Fuel,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Backstop,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,GAS,4.64241,4.66547,4.76822,4.9108,5.2864,5.43989,5.57249,5.70591,5.75831,5.84957,5.89199,5.9202,5.93645,5.95322,5.90732,3.8039,2.82013,2.90103,3.04338,2.8,2.4,1.20009,1.20007,1.20004,1.20002,1.2,1
GasExtraction,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,0,0,0,0,0.429595,0.659828,0.904659,1.3877,1.64354,2.08907,2.29618,2.47975,2.78851,3.10723,2.69847,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,SEC_EL,2.33053,2.34211,2.39368,2.46526,2.86947,3.06211,3.25158,3.56105,3.71579,3.98526,4.11053,4.21684,4.38,4.54842,4.32017,1.90959,1.41573,1.45634,1.5278,1.40562,1.20482,0.602452,0.602443,0.602432,0.602421,0.60241,0.502008
SOLPV,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLPV,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLPV,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349301,2.86725,3.46427,3.56366,3.73852,4.00385,4.34886,5.08492,5.24493,5.43125,5.61232,5.79864,6.15378
TD,FEL,2.214,2.225,2.274,2.342,2.726,2.909,3.089,3.383,3.53,3.786,3.905,4.006,4.161,4.321,4.436,4.538,4.636,4.769,5.003,5.139,5.276,5.403,5.555,5.732,5.904,6.081,6.323
TD,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


Annual Use (Energy Units)
,SIMPLICITY
Technology,Fuel,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Backstop,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCC,GAS,4.64241,4.66547,4.76822,4.9108,5.71599,6.09971,6.47715,7.09362,7.40185,7.93864,8.18817,8.39995,8.72496,9.06045,8.60578,3.8039,2.82013,2.90103,3.04338,2.8,2.4,1.20009,1.20007,1.20004,1.20002,1.2,1
NGCC,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLPV,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLPV,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLPV,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIND,SEC_EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD,FEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD,SEC_EL,2.33053,2.34211,2.39368,2.46526,2.86947,3.06211,3.25158,3.56105,3.71579,3.98526,4.11053,4.21684,4.38,4.54842,4.66947,4.77684,4.88,5.02,5.26632,5.40947,5.55368,5.68737,5.84737,6.03368,6.21474,6.40105,6.65579

ProductionByTechnology (Energy Units)

,SIMPLICITY
Technology,Fuel,Timeslice,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Backstop,FEL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,FEL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,FEL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,FEL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,FEL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,FEL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,GAS,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backstop,SEC_EL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,FEL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,GAS,ID,0.557089,0.559857,0.572186,0.589297,0.685919,0.731966,0.777257,0.851234,0.888222,0.952637,0.98258,1.0002,1.0002,1.0002,1.0002,0.189738,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,GAS,IN,0.371393,0.373238,0.381458,0.392864,0.457279,0.487977,0.4998,0.4998,0.4998,0.4998,0.4998,0.4998,0.4998,0.4998,0.4998,0.285464,0.194769,0.200357,0.210188,0.179682,0.131754,0,0,0,0,0,0
GasExtraction,GAS,SD,0.696361,0.699821,0.715233,0.736621,0.857399,0.914957,0.971572,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,0.475202,0.291629,0.299995,0.314715,0.250787,0.151975,0,0,0,0,0,0
GasExtraction,GAS,SN,0.23212,0.233274,0.238411,0.24554,0.2858,0.304986,0.323857,0.354681,0.370093,0.396932,0.409408,0.419997,0.436248,0.453023,0.407119,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,GAS,WD,1.85696,1.86619,1.90729,1.96432,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.90252,1.55605,1.60069,1.67924,1.57996,1.41115,0.80043,0.80043,0.80043,0.80043,0.80043,0.66713
GasExtraction,GAS,WN,0.928482,0.933095,0.953644,0.982161,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,0.950976,0.777677,0.799987,0.83924,0.789571,0.705122,0.399655,0.399636,0.399614,0.399592,0.39957,0.33287
GasExtraction,SEC_EL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasExtraction,SEC_EL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,FEL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,ID,0,0,0,0,0,0,0,0,0,0,0,0.00779394,0.0467952,0.0870546,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,IN,0,0,0,0,0,0,0.0183716,0.0676893,0.0923482,0.135292,0.155253,0.172196,0.198197,0.225036,0.186367,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,SD,0,0,0,0,0,0,0,0.0638425,0.110078,0.190597,0.228025,0.259792,0.308544,0.358868,0.279048,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,WD,0,0,0,0,0.286597,0.440085,0.591058,0.837647,0.960941,1.17566,1.27547,1.36018,1.49018,1.62438,1.48892,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,GAS,WN,0,0,0,0,0.142998,0.219743,0.295229,0.418523,0.480171,0.587529,0.637434,0.67979,0.744792,0.811891,0.744127,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GasImport,SEC_EL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
