REGION,EMISSION,YEAR,VALUE
"SIMPLICITY","CO2",2014,0.232120421052632
"SIMPLICITY","CO2",2015,0.233273684210526
"SIMPLICITY","CO2",2016,0.238410947368421
"SIMPLICITY","CO2",2017,0.245540210526316
"SIMPLICITY","CO2",2018,0.285799578947368
"SIMPLICITY","CO2",2019,0.304985684210526
"SIMPLICITY","CO2",2020,0.323857263157895
"SIMPLICITY","CO2",2021,0.354680842105263
"SIMPLICITY","CO2",2022,0.370092631578947
"SIMPLICITY","CO2",2023,0.396932210526316
"SIMPLICITY","CO2",2024,0.409408421052632
"SIMPLICITY","CO2",2025,0.419997473684211
"SIMPLICITY","CO2",2026,0.436248
"SIMPLICITY","CO2",2027,0.453022736842105
"SIMPLICITY","CO2",2028,0.430289240173018
"SIMPLICITY","CO2",2029,0.19019515814747
"SIMPLICITY","CO2",2030,0.141006402687463
"SIMPLICITY","CO2",2031,0.145051668338332
"SIMPLICITY","CO2",2032,0.152168902641367
"SIMPLICITY","CO2",2033,0.14
"SIMPLICITY","CO2",2034,0.12
"SIMPLICITY","CO2",2035,0.0600042654033824
"SIMPLICITY","CO2",2036,0.0600033091477569
"SIMPLICITY","CO2",2037,0.0600021956132455
"SIMPLICITY","CO2",2038,0.0600011135345113
"SIMPLICITY","CO2",2039,0.06
"SIMPLICITY","CO2",2040,0.05
