REGION,YEAR,VALUE
"SIMPLICITY",2014,62.6042354172325
"SIMPLICITY",2015,59.9549008698083
"SIMPLICITY",2016,57.9672494341704
"SIMPLICITY",2017,56.2996358704351
"SIMPLICITY",2018,59.1193143786729
"SIMPLICITY",2019,58.9116715479592
"SIMPLICITY",2020,60.6524213265098
"SIMPLICITY",2021,62.1086798395347
"SIMPLICITY",2022,61.1638308320214
"SIMPLICITY",2023,61.4797188262262
"SIMPLICITY",2024,60.0742571377429
"SIMPLICITY",2025,60.211174346291
"SIMPLICITY",2026,59.9146529911695
"SIMPLICITY",2027,58.9128874227253
"SIMPLICITY",2028,75.5844484452999
"SIMPLICITY",2029,168.111950162739
"SIMPLICITY",2030,62.8956693522599
"SIMPLICITY",2031,36.1358107709083
"SIMPLICITY",2032,37.8198256292429
"SIMPLICITY",2033,39.6094458560687
"SIMPLICITY",2034,38.8195126989386
"SIMPLICITY",2035,44.2816573232693
"SIMPLICITY",2036,18.8856369359199
"SIMPLICITY",2037,18.2459678860221
"SIMPLICITY",2038,17.0335481914344
"SIMPLICITY",2039,16.0050287880601
"SIMPLICITY",2040,15.6448464155431
