REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
SIMPLICITY,GasExtraction,CO2,2014,0.232120420786
SIMPLICITY,GasExtraction,CO2,2015,0.23327368387549996
SIMPLICITY,GasExtraction,CO2,2016,0.23841094767600002
SIMPLICITY,GasExtraction,CO2,2017,0.245540209957
SIMPLICITY,GasExtraction,CO2,2018,0.266308266157
SIMPLICITY,GasExtraction,CO2,2019,0.274647560528
SIMPLICITY,GasExtraction,CO2,2020,0.281273530007
SIMPLICITY,GasExtraction,CO2,2021,0.2872675564325
SIMPLICITY,GasExtraction,CO2,2022,0.2900284048585
SIMPLICITY,GasExtraction,CO2,2023,0.29501366446849997
SIMPLICITY,GasExtraction,CO2,2024,0.2962699330405
SIMPLICITY,GasExtraction,CO2,2025,0.29684093913
SIMPLICITY,GasExtraction,CO2,2026,0.2977365719835
SIMPLICITY,GasExtraction,CO2,2027,0.29865841559850004
SIMPLICITY,GasExtraction,CO2,2028,0.2951645195495
SIMPLICITY,GasExtraction,CO2,2029,0.19865538448250003
SIMPLICITY,GasExtraction,CO2,2030,0.14729595431899997
SIMPLICITY,GasExtraction,CO2,2031,0.15158231931350002
SIMPLICITY,GasExtraction,CO2,2032,0.15942284984549998
SIMPLICITY,GasExtraction,CO2,2033,0.1399999992015
SIMPLICITY,GasExtraction,CO2,2034,0.11999999976120002
SIMPLICITY,GasExtraction,CO2,2035,0.06000673000000001
SIMPLICITY,GasExtraction,CO2,2036,0.060005713963500004
SIMPLICITY,GasExtraction,CO2,2037,0.060004521225
SIMPLICITY,GasExtraction,CO2,2038,0.060001182224
SIMPLICITY,GasExtraction,CO2,2039,0.059999999487500004
SIMPLICITY,GasExtraction,CO2,2040,0.04999999969900001
SIMPLICITY,GasImport,CO2,2018,0.02446721119815
SIMPLICITY,GasImport,CO2,2019,0.0369761533645
SIMPLICITY,GasImport,CO2,2020,0.05087689765785
SIMPLICITY,GasImport,CO2,2021,0.0790237146395
SIMPLICITY,GasImport,CO2,2022,0.09250397302645
SIMPLICITY,GasImport,CO2,2023,0.1168462431595
SIMPLICITY,GasImport,CO2,2024,0.12889724887190002
SIMPLICITY,GasImport,CO2,2025,0.13973306846084999
SIMPLICITY,GasImport,CO2,2026,0.156750094735
SIMPLICITY,GasImport,CO2,2027,0.17426511685635
SIMPLICITY,GasImport,CO2,2028,0.140967553036
