REGION,YEAR,VALUE
SIMPLICITY,2014,inf
SIMPLICITY,2015,inf
SIMPLICITY,2016,inf
SIMPLICITY,2017,inf
SIMPLICITY,2018,inf
SIMPLICITY,2019,inf
SIMPLICITY,2020,inf
SIMPLICITY,2021,inf
SIMPLICITY,2022,inf
SIMPLICITY,2023,inf
SIMPLICITY,2024,inf
SIMPLICITY,2025,inf
SIMPLICITY,2026,inf
SIMPLICITY,2027,inf
SIMPLICITY,2028,inf
SIMPLICITY,2029,inf
SIMPLICITY,2030,inf
SIMPLICITY,2031,inf
SIMPLICITY,2032,inf
SIMPLICITY,2033,inf
SIMPLICITY,2034,inf
SIMPLICITY,2035,inf
SIMPLICITY,2036,inf
SIMPLICITY,2037,inf
SIMPLICITY,2038,inf
SIMPLICITY,2039,inf
SIMPLICITY,2040,inf
