REGION,EMISSION,YEAR,VALUE
SIMPLICITY,CO2,2014,0.232120420786
SIMPLICITY,CO2,2015,0.23327368387549996
SIMPLICITY,CO2,2016,0.23841094767600002
SIMPLICITY,CO2,2017,0.245540209957
SIMPLICITY,CO2,2018,0.29077547735514997
SIMPLICITY,CO2,2019,0.3116237138925
SIMPLICITY,CO2,2020,0.33215042766485003
SIMPLICITY,CO2,2021,0.36629127107200005
SIMPLICITY,CO2,2022,0.38253237788495
SIMPLICITY,CO2,2023,0.41185990762799995
SIMPLICITY,CO2,2024,0.4251671819124
SIMPLICITY,CO2,2025,0.43657400759085
SIMPLICITY,CO2,2026,0.4544866667185
SIMPLICITY,CO2,2027,0.4729235324548501
SIMPLICITY,CO2,2028,0.4361320725855
SIMPLICITY,CO2,2029,0.19865538448250003
SIMPLICITY,CO2,2030,0.14729595431899997
SIMPLICITY,CO2,2031,0.15158231931350002
SIMPLICITY,CO2,2032,0.15942284984549998
SIMPLICITY,CO2,2033,0.1399999992015
SIMPLICITY,CO2,2034,0.11999999976120002
SIMPLICITY,CO2,2035,0.06000673000000001
SIMPLICITY,CO2,2036,0.060005713963500004
SIMPLICITY,CO2,2037,0.060004521225
SIMPLICITY,CO2,2038,0.060001182224
SIMPLICITY,CO2,2039,0.059999999487500004
SIMPLICITY,CO2,2040,0.04999999969900001
