REGION,YEAR,VALUE
SIMPLICITY,2014,57.679841
SIMPLICITY,2015,55.09435500000001
SIMPLICITY,2016,53.154605000000004
SIMPLICITY,2017,51.527181
SIMPLICITY,2018,88.789268
SIMPLICITY,2019,65.388038
SIMPLICITY,2020,66.518662
SIMPLICITY,2021,76.638574
SIMPLICITY,2022,61.888681000000005
SIMPLICITY,2023,69.741276
SIMPLICITY,2024,60.413146
SIMPLICITY,2025,60.279281000000005
SIMPLICITY,2026,62.80791
SIMPLICITY,2027,61.364688
SIMPLICITY,2028,56.974741
SIMPLICITY,2029,54.260177
SIMPLICITY,2030,873894.2
SIMPLICITY,2031,960407.08
SIMPLICITY,2032,1052159.1
SIMPLICITY,2033,1119646.1
SIMPLICITY,2034,1178841.3
SIMPLICITY,2035,1228947.3
SIMPLICITY,2036,1242799.5
SIMPLICITY,2037,1256542.5
SIMPLICITY,2038,1266608.8
SIMPLICITY,2039,1274621.2
SIMPLICITY,2040,1286720.4
