REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,IN,Backstop,1,2032,0.37469422
SIMPLICITY,SN,Backstop,1,2032,0.37469422
SIMPLICITY,WN,Backstop,1,2032,0.37469422
SIMPLICITY,IN,Backstop,1,2033,1.0816941
SIMPLICITY,SN,Backstop,1,2033,1.0816941
SIMPLICITY,WN,Backstop,1,2033,1.0816941
SIMPLICITY,IN,Backstop,1,2034,1.789684
SIMPLICITY,SN,Backstop,1,2034,1.789684
SIMPLICITY,WN,Backstop,1,2034,1.789684
SIMPLICITY,IN,Backstop,1,2035,2.487773
SIMPLICITY,SN,Backstop,1,2035,2.487773
SIMPLICITY,WN,Backstop,1,2035,2.487773
SIMPLICITY,IN,Backstop,1,2036,2.9244412
SIMPLICITY,SN,Backstop,1,2036,2.9244412
SIMPLICITY,WN,Backstop,1,2036,2.9244412
SIMPLICITY,IN,Backstop,1,2037,3.3858620000000004
SIMPLICITY,SN,Backstop,1,2037,3.3858620000000004
SIMPLICITY,WN,Backstop,1,2037,3.3858620000000004
SIMPLICITY,IN,Backstop,1,2038,3.9417972999999997
SIMPLICITY,SN,Backstop,1,2038,3.5438175000000003
SIMPLICITY,WN,Backstop,1,2038,3.9417972999999997
SIMPLICITY,IN,Backstop,1,2039,4.521563400000001
SIMPLICITY,SN,Backstop,1,2039,3.65006
SIMPLICITY,WN,Backstop,1,2039,4.521563400000001
SIMPLICITY,IN,Backstop,1,2040,5.174129499999999
SIMPLICITY,SN,Backstop,1,2040,3.7953181000000002
SIMPLICITY,WN,Backstop,1,2040,5.174129499999999
SIMPLICITY,ID,GasExtraction,1,2014,3.3418657
SIMPLICITY,IN,GasExtraction,1,2014,4.458495500000001
SIMPLICITY,SD,GasExtraction,1,2014,4.1773321
SIMPLICITY,SN,GasExtraction,1,2014,2.7865597
SIMPLICITY,WD,GasExtraction,1,2014,5.571447200000001
SIMPLICITY,WN,GasExtraction,1,2014,5.569776200000001
SIMPLICITY,ID,GasExtraction,1,2015,3.3584693999999997
SIMPLICITY,IN,GasExtraction,1,2015,4.480647
SIMPLICITY,SD,GasExtraction,1,2015,4.1980867
SIMPLICITY,SN,GasExtraction,1,2015,2.8004043999999997
SIMPLICITY,WD,GasExtraction,1,2015,5.599128299999999
SIMPLICITY,WN,GasExtraction,1,2015,5.5974489
SIMPLICITY,ID,GasExtraction,1,2016,3.4324312000000003
SIMPLICITY,IN,GasExtraction,1,2016,4.5793219
SIMPLICITY,SD,GasExtraction,1,2016,4.2905389000000005
SIMPLICITY,SN,GasExtraction,1,2016,2.8620762
SIMPLICITY,WD,GasExtraction,1,2016,5.722435
SIMPLICITY,WN,GasExtraction,1,2016,5.7207186
SIMPLICITY,ID,GasExtraction,1,2017,3.535072
SIMPLICITY,IN,GasExtraction,1,2017,4.7162585
SIMPLICITY,SD,GasExtraction,1,2017,4.41884
SIMPLICITY,SN,GasExtraction,1,2017,2.9476616
SIMPLICITY,WD,GasExtraction,1,2017,5.8935544
SIMPLICITY,WN,GasExtraction,1,2017,5.8917867
SIMPLICITY,ID,GasExtraction,1,2018,4.1146910000000005
SIMPLICITY,IN,GasExtraction,1,2018,5.4895477
SIMPLICITY,SD,GasExtraction,1,2018,5.1433637
SIMPLICITY,SN,GasExtraction,1,2018,3.4309672999999994
SIMPLICITY,WD,GasExtraction,1,2018,6.0
SIMPLICITY,WN,GasExtraction,1,2018,6.0
SIMPLICITY,ID,GasExtraction,1,2019,4.3909157
SIMPLICITY,IN,GasExtraction,1,2019,5.8580684000000005
SIMPLICITY,SD,GasExtraction,1,2019,5.4886446
SIMPLICITY,SN,GasExtraction,1,2019,3.6612927
SIMPLICITY,WD,GasExtraction,1,2019,6.0
SIMPLICITY,WN,GasExtraction,1,2019,6.0
SIMPLICITY,ID,GasExtraction,1,2020,4.6626121
SIMPLICITY,IN,GasExtraction,1,2020,6.0
SIMPLICITY,SD,GasExtraction,1,2020,5.828265099999999
SIMPLICITY,SN,GasExtraction,1,2020,3.8878422999999995
SIMPLICITY,WD,GasExtraction,1,2020,6.0
SIMPLICITY,WN,GasExtraction,1,2020,6.0
SIMPLICITY,ID,GasExtraction,1,2021,5.1063828
SIMPLICITY,IN,GasExtraction,1,2021,6.0
SIMPLICITY,SD,GasExtraction,1,2021,6.0
SIMPLICITY,SN,GasExtraction,1,2021,4.2578733
SIMPLICITY,WD,GasExtraction,1,2021,6.0
