REGION,YEAR,VALUE
SIMPLICITY,2014,57.679841
SIMPLICITY,2015,55.09435500000001
SIMPLICITY,2016,53.154605000000004
SIMPLICITY,2017,51.527181
SIMPLICITY,2018,88.781428
SIMPLICITY,2019,65.389147
SIMPLICITY,2020,66.515429
SIMPLICITY,2021,76.636222
SIMPLICITY,2022,61.890213
SIMPLICITY,2023,69.741164
SIMPLICITY,2024,60.416160999999995
SIMPLICITY,2025,60.272061
SIMPLICITY,2026,62.813803
SIMPLICITY,2027,61.370222999999996
SIMPLICITY,2028,56.979212
SIMPLICITY,2029,54.264136
SIMPLICITY,2030,1263214.0
SIMPLICITY,2031,1345529.4
SIMPLICITY,2032,1459691.4
SIMPLICITY,2033,1520714.9
SIMPLICITY,2034,1573133.5
SIMPLICITY,2035,1613852.2
SIMPLICITY,2036,1622786.7
SIMPLICITY,2037,1635465.2
SIMPLICITY,2038,1641679.9
SIMPLICITY,2039,1645348.2
SIMPLICITY,2040,1663699.8
