REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
SIMPLICITY,ID,GridExp,SEC_EL,2018,0.043902439
SIMPLICITY,ID,GridExp,SEC_EL,2019,0.058536585
SIMPLICITY,ID,GridExp,SEC_EL,2020,0.073170732
SIMPLICITY,ID,GridExp,SEC_EL,2021,0.10243902
SIMPLICITY,ID,GridExp,SEC_EL,2022,0.10975610000000001
SIMPLICITY,ID,GridExp,SEC_EL,2023,0.13170732
SIMPLICITY,ID,GridExp,SEC_EL,2024,0.13902439
SIMPLICITY,ID,GridExp,SEC_EL,2025,0.14634146
SIMPLICITY,ID,GridExp,SEC_EL,2026,0.16097561
SIMPLICITY,ID,GridExp,SEC_EL,2027,0.17560976
SIMPLICITY,ID,GridExp,SEC_EL,2028,0.18292683
SIMPLICITY,ID,GridExp,SEC_EL,2029,0.18731707
SIMPLICITY,ID,NGCC,GAS,2014,0.55708901
SIMPLICITY,ID,NGCC,GAS,2015,0.55985684
SIMPLICITY,ID,NGCC,GAS,2016,0.57218627
SIMPLICITY,ID,NGCC,GAS,2017,0.58929651
SIMPLICITY,ID,NGCC,GAS,2018,0.69788633
SIMPLICITY,ID,NGCC,GAS,2019,0.7479220999999999
SIMPLICITY,ID,NGCC,GAS,2020,0.797203
SIMPLICITY,ID,NGCC,GAS,2021,0.87915782
SIMPLICITY,ID,NGCC,GAS,2022,0.91814067
SIMPLICITY,ID,NGCC,GAS,2023,0.98853933
SIMPLICITY,ID,NGCC,GAS,2024,1.0204768
SIMPLICITY,ID,NGCC,GAS,2025,1.0478851
SIMPLICITY,ID,NGCC,GAS,2026,1.0908754999999999
SIMPLICITY,ID,NGCC,GAS,2027,1.1351239
SIMPLICITY,ID,NGCC,GAS,2028,1.1660549
SIMPLICITY,ID,NGCC,GAS,2029,1.192917
SIMPLICITY,ID,NGCC,GAS,2030,0.34013045
SIMPLICITY,ID,NGCC,GAS,2031,0.26532288
SIMPLICITY,ID,NGCC,GAS,2032,0.19041739
SIMPLICITY,ID,NGCC,GAS,2033,0.11215893
SIMPLICITY,ID,NGCC,GAS,2034,0.02979581
SIMPLICITY,ID,TD,SEC_EL,2014,0.27966316
SIMPLICITY,ID,TD,SEC_EL,2015,0.28105263
SIMPLICITY,ID,TD,SEC_EL,2016,0.28724211
