REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
SIMPLICITY,NGCC1,1,2015,GAS,ID,3.3418656527999997
SIMPLICITY,NGCC1,1,2015,GAS,IN,4.458495396
SIMPLICITY,NGCC1,1,2015,GAS,SD,4.1773321656
SIMPLICITY,NGCC1,1,2015,GAS,SN,2.7865595976
SIMPLICITY,NGCC1,1,2015,GAS,WD,5.571447309599999
SIMPLICITY,NGCC1,1,2015,GAS,WN,5.5697762208
SIMPLICITY,TD,1,2015,SEC_EL,ID,1.6776433999999998
SIMPLICITY,TD,1,2015,SEC_EL,IN,2.2382005
SIMPLICITY,TD,1,2015,SEC_EL,SD,2.0970543
SIMPLICITY,TD,1,2015,SEC_EL,SN,1.3988753
SIMPLICITY,TD,1,2015,SEC_EL,WD,2.7969112999999997
SIMPLICITY,TD,1,2015,SEC_EL,WN,2.7960724
