REGION,TECHNOLOGY,VALUE
SIMPLICITY,Backstop,0.4068971059696
SIMPLICITY,GasExtraction,3.7892094351999996
SIMPLICITY,NGCC1,1.9022135422699997
SIMPLICITY,TD,1.9022135422699997
