REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,IN,Backstop,1,2015,0.21865999
SIMPLICITY,SD,Backstop,1,2015,0.084571038
SIMPLICITY,WD,Backstop,1,2015,0.74943518
SIMPLICITY,WN,Backstop,1,2015,0.74863822
SIMPLICITY,ID,GasExtraction,1,2015,3.3418657
SIMPLICITY,IN,GasExtraction,1,2015,4.0
SIMPLICITY,SD,GasExtraction,1,2015,4.0
SIMPLICITY,SN,GasExtraction,1,2015,2.7865597
SIMPLICITY,WD,GasExtraction,1,2015,4.0
SIMPLICITY,WN,GasExtraction,1,2015,4.0
SIMPLICITY,ID,NGCC1,1,2015,1.6776433999999998
SIMPLICITY,IN,NGCC1,1,2015,2.0080321
SIMPLICITY,SD,NGCC1,1,2015,2.0080321
SIMPLICITY,SN,NGCC1,1,2015,1.3988753
SIMPLICITY,WD,NGCC1,1,2015,2.0080321
SIMPLICITY,WN,NGCC1,1,2015,2.0080321
SIMPLICITY,ID,TD,1,2015,1.6776433999999998
SIMPLICITY,IN,TD,1,2015,2.0080321
SIMPLICITY,SD,TD,1,2015,2.0080321
SIMPLICITY,SN,TD,1,2015,1.3988753
SIMPLICITY,WD,TD,1,2015,2.0080321
SIMPLICITY,WN,TD,1,2015,2.0080321
