REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,ID,GasExtraction,1,2015,3.0
SIMPLICITY,IN,GasExtraction,1,2015,3.0
SIMPLICITY,SD,GasExtraction,1,2015,3.0
SIMPLICITY,SN,GasExtraction,1,2015,2.7865597
SIMPLICITY,WD,GasExtraction,1,2015,3.0
SIMPLICITY,WN,GasExtraction,1,2015,3.0
SIMPLICITY,ID,GasImport1,1,2015,0.34186569
SIMPLICITY,IN,GasImport1,1,2015,1.4584955
SIMPLICITY,SD,GasImport1,1,2015,1.1773321
SIMPLICITY,WD,GasImport1,1,2015,2.5714472
SIMPLICITY,WN,GasImport1,1,2015,2.5697762
SIMPLICITY,ID,NGCC1,1,2015,1.6776433999999998
SIMPLICITY,IN,NGCC1,1,2015,2.2382005
SIMPLICITY,SD,NGCC1,1,2015,2.0970543
SIMPLICITY,SN,NGCC1,1,2015,1.3988753
SIMPLICITY,WD,NGCC1,1,2015,2.7969112999999997
SIMPLICITY,WN,NGCC1,1,2015,2.7960724
SIMPLICITY,ID,TD,1,2015,1.6776433999999998
SIMPLICITY,IN,TD,1,2015,2.2382005
SIMPLICITY,SD,TD,1,2015,2.0970543
SIMPLICITY,SN,TD,1,2015,1.3988753
SIMPLICITY,WD,TD,1,2015,2.7969112999999997
SIMPLICITY,WN,TD,1,2015,2.7960724
